locus_tag	ftype	length_bp	gene	EC_number	COG	product
54138_Lkimchicus_02310	CDS	252	zapA			Cell division protein ZapA
54138_Lkimchicus_02311	CDS	2361	mutS2	3.1.-.-		Endonuclease MutS2
54138_Lkimchicus_02312	CDS	321	trxA_3		COG0526	Thioredoxin
54138_Lkimchicus_02313	CDS	531				hypothetical protein
54138_Lkimchicus_02314	CDS	819	murI	5.1.1.3	COG0796	Glutamate racemase
54138_Lkimchicus_02315	CDS	603	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
54138_Lkimchicus_02316	CDS	519				hypothetical protein
54138_Lkimchicus_02317	CDS	480	ykuL		COG0517	CBS domain-containing protein YkuL
54138_Lkimchicus_02318	CDS	867	ykuT		COG0668	Uncharacterized MscS family protein YkuT
54138_Lkimchicus_02319	CDS	402				hypothetical protein
54138_Lkimchicus_02320	CDS	444				hypothetical protein
54138_Lkimchicus_02321	CDS	1098	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
54138_Lkimchicus_02322	CDS	1002	ccpA		COG1609	Catabolite control protein A
54138_Lkimchicus_02323	CDS	738			COG0217	Probable transcriptional regulatory protein HI_0315
54138_Lkimchicus_02324	CDS	975	comGA		COG2804	ComG operon protein 1
54138_Lkimchicus_02325	CDS	939				hypothetical protein
54138_Lkimchicus_02326	CDS	315				hypothetical protein
54138_Lkimchicus_02327	CDS	441				hypothetical protein
54138_Lkimchicus_02328	CDS	294				hypothetical protein
54138_Lkimchicus_02329	CDS	426				hypothetical protein
54138_Lkimchicus_02330	CDS	174				hypothetical protein
54138_Lkimchicus_02331	CDS	960				hypothetical protein
54138_Lkimchicus_02332	CDS	1191	ackA_2	2.7.2.1	COG0282	Acetate kinase
54138_Lkimchicus_02333	CDS	1374	cycA_2		COG1113	D-serine/D-alanine/glycine transporter
54138_Lkimchicus_02334	CDS	612				hypothetical protein
54138_Lkimchicus_02335	CDS	1401				hypothetical protein
54138_Lkimchicus_02336	CDS	573				hypothetical protein
54138_Lkimchicus_02337	CDS	777	yutF	3.1.3.-	COG0647	Acid sugar phosphatase
54138_Lkimchicus_02338	CDS	612				hypothetical protein
54138_Lkimchicus_02339	CDS	642	dedA		COG0586	Protein DedA
54138_Lkimchicus_02340	CDS	585				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
54138_Lkimchicus_02341	CDS	390	pnp_1	2.7.7.8		Polyribonucleotide nucleotidyltransferase
54138_Lkimchicus_02342	CDS	1146	lagD_2	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
54138_Lkimchicus_02343	CDS	150				hypothetical protein
54138_Lkimchicus_02344	CDS	240				hypothetical protein
54138_Lkimchicus_02345	CDS	633				hypothetical protein
54138_Lkimchicus_02346	CDS	1842				hypothetical protein
54138_Lkimchicus_02347	CDS	408				hypothetical protein
54138_Lkimchicus_02348	CDS	2622	adhE		COG1012	Aldehyde-alcohol dehydrogenase
54138_Lkimchicus_02349	CDS	531				hypothetical protein
54138_Lkimchicus_02350	CDS	2340	ctpE	3.6.3.-	COG0474	Probable cation-transporting ATPase E
54138_Lkimchicus_02351	CDS	840	yvgN_3	1.1.1.-	COG0656	Glyoxal reductase
54138_Lkimchicus_02352	CDS	1809				hypothetical protein
54138_Lkimchicus_02353	CDS	426				Acid shock protein
54138_Lkimchicus_02354	CDS	1113	menC	4.2.1.113	COG4948	o-succinylbenzoate synthase
54138_Lkimchicus_02355	CDS	819	menH_2	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
54138_Lkimchicus_02356	CDS	1725	menD	2.2.1.9		2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
54138_Lkimchicus_02357	CDS	1296	menF	5.4.4.2		Isochorismate synthase MenF
54138_Lkimchicus_02358	CDS	498	dhaT_1	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
54138_Lkimchicus_02359	CDS	618	dhaT_2	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
54138_Lkimchicus_02360	CDS	360				hypothetical protein
54138_Lkimchicus_02361	CDS	1416				hypothetical protein
54138_Lkimchicus_02362	CDS	582				hypothetical protein
54138_Lkimchicus_02363	CDS	471			COG1780	Putative NrdI-like protein
54138_Lkimchicus_02364	CDS	648	yetF		COG2323	UPF0702 transmembrane protein YetF
54138_Lkimchicus_02365	CDS	462				hypothetical protein
54138_Lkimchicus_02366	CDS	750	nfrA1	1.5.1.38	COG0778	FMN reductase (NADPH)
54138_Lkimchicus_02367	CDS	399				hypothetical protein
54138_Lkimchicus_02368	CDS	357				hypothetical protein
54138_Lkimchicus_02369	CDS	762				hypothetical protein
54138_Lkimchicus_02370	CDS	1167				hypothetical protein
54138_Lkimchicus_02371	CDS	1017				Zinc-type alcohol dehydrogenase-like protein SA1988
54138_Lkimchicus_02372	CDS	750				hypothetical protein
54138_Lkimchicus_02373	CDS	267				hypothetical protein
54138_Lkimchicus_02374	CDS	513	aroK	2.7.1.71	COG0703	Shikimate kinase
54138_Lkimchicus_02375	CDS	849	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
54138_Lkimchicus_02376	CDS	1308	aroA1	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase 1
54138_Lkimchicus_02377	CDS	1167	aroC	4.2.3.5	COG0082	Chorismate synthase
54138_Lkimchicus_02378	CDS	1503	tsgA			Protein TsgA
54138_Lkimchicus_02379	CDS	1140				hypothetical protein
54138_Lkimchicus_02380	CDS	600		3.6.1.66		dITP/XTP pyrophosphatase
54138_Lkimchicus_02381	CDS	1347	fpgS_2	6.3.2.17		Folylpolyglutamate synthase
54138_Lkimchicus_02382	CDS	570	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
54138_Lkimchicus_02383	CDS	504				hypothetical protein
54138_Lkimchicus_02384	CDS	363				hypothetical protein
54138_Lkimchicus_02385	CDS	504				hypothetical protein
54138_Lkimchicus_02386	CDS	504	ypjQ		COG1267	Uncharacterized protein YpjQ
54138_Lkimchicus_02387	CDS	216				hypothetical protein
54138_Lkimchicus_02388	CDS	1161	yycB		COG2807	Uncharacterized transporter YycB
54138_Lkimchicus_02389	CDS	1473	zwf	1.1.1.363		Glucose-6-phosphate 1-dehydrogenase
54138_Lkimchicus_02390	CDS	528	yxeB		COG0614	Iron(3+)-hydroxamate-binding protein YxeB
54138_Lkimchicus_02391	CDS	1017	feuC		COG0609	Iron-uptake system permease protein FeuC
54138_Lkimchicus_02392	CDS	972	fecC		COG0609	Fe(3+) dicitrate transport system permease protein FecC
54138_Lkimchicus_02393	CDS	654	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
54138_Lkimchicus_02394	CDS	105				hypothetical protein
54138_Lkimchicus_02395	CDS	945	tdcB	4.3.1.19		L-threonine dehydratase catabolic TdcB
54138_Lkimchicus_02396	CDS	1437	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
54138_Lkimchicus_02397	CDS	534				hypothetical protein
54138_Lkimchicus_02398	CDS	213				hypothetical protein
54138_Lkimchicus_02399	CDS	636	yhfK	4.-.-.-	COG0702	Uncharacterized sugar epimerase YhfK
54138_Lkimchicus_02400	CDS	966	arnC	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
54138_Lkimchicus_02401	CDS	351				hypothetical protein
54138_Lkimchicus_02402	CDS	102				hypothetical protein
54138_Lkimchicus_02403	CDS	1281	gltT			Proton/sodium-glutamate symport protein
54138_Lkimchicus_02404	CDS	1497	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
54138_Lkimchicus_02405	CDS	996	dus	1.3.1.-	COG0042	Probable tRNA-dihydrouridine synthase
54138_Lkimchicus_02406	CDS	891	hslO			33 kDa chaperonin
54138_Lkimchicus_02407	CDS	2118	ftsH_2	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
54138_Lkimchicus_02408	CDS	540	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
54138_Lkimchicus_02409	CDS	1284	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
54138_Lkimchicus_02410	CDS	477	pnp_2	2.7.7.8		Polyribonucleotide nucleotidyltransferase
54138_Lkimchicus_02411	CDS	390				hypothetical protein
54138_Lkimchicus_02412	CDS	273				hypothetical protein
54138_Lkimchicus_02413	CDS	1590				hypothetical protein
54138_Lkimchicus_02414	CDS	3522	mfd	3.6.4.-		Transcription-repair-coupling factor
54138_Lkimchicus_02415	CDS	558	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
54138_Lkimchicus_02416	CDS	951	ldh_2	1.1.1.27	COG0039	L-lactate dehydrogenase
54138_Lkimchicus_02417	CDS	1383				hypothetical protein
54138_Lkimchicus_02418	CDS	726				hypothetical protein
54138_Lkimchicus_02419	CDS	642				hypothetical protein
54138_Lkimchicus_02420	CDS	396	ndoA	3.1.27.-	COG2337	Endoribonuclease EndoA
54138_Lkimchicus_02421	CDS	285				hypothetical protein
54138_Lkimchicus_02422	CDS	1122	alr	5.1.1.1	COG0787	Alanine racemase
54138_Lkimchicus_02423	CDS	357	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
54138_Lkimchicus_02424	CDS	1521	cshA	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
54138_Lkimchicus_02425	CDS	1374	murF_2	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
54138_Lkimchicus_02426	CDS	789				hypothetical protein
54138_Lkimchicus_02427	CDS	465	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
54138_Lkimchicus_02428	CDS	702				hypothetical protein
54138_Lkimchicus_02429	CDS	519	mdtG_3			Multidrug resistance protein MdtG
54138_Lkimchicus_02430	CDS	612	tetA_2			Tetracycline resistance protein, class B
54138_Lkimchicus_02431	CDS	252	rpmE2		COG0254	50S ribosomal protein L31 type B
54138_Lkimchicus_02432	CDS	1287	murA1	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase
54138_Lkimchicus_02433	CDS	1629	pyrG	6.3.4.2	COG0504	CTP synthase
54138_Lkimchicus_02434	CDS	645	rpoE			DNA-directed RNA polymerase subunit delta
54138_Lkimchicus_02435	CDS	444				hypothetical protein
54138_Lkimchicus_02436	CDS	840	lipL	2.3.1.204	COG0095	Octanoyl-[GcvH]:protein N-octanoyltransferase
54138_Lkimchicus_02437	CDS	1365				hypothetical protein
54138_Lkimchicus_02438	CDS	807	yidA_3	3.1.3.23	COG0561	Sugar phosphatase YidA
54138_Lkimchicus_02439	CDS	360				hypothetical protein
54138_Lkimchicus_02440	CDS	750		1.1.1.53		3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase
54138_Lkimchicus_02441	CDS	981	prs_2	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
54138_Lkimchicus_02442	CDS	1383	glmU		COG1207	Bifunctional protein GlmU
54138_Lkimchicus_02443	CDS	870	purR		COG0503	Pur operon repressor
54138_Lkimchicus_02444	CDS	792	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
54138_Lkimchicus_02445	CDS	696	znuC	3.6.3.-	COG1121	Zinc import ATP-binding protein ZnuC
54138_Lkimchicus_02446	CDS	948				hypothetical protein
54138_Lkimchicus_02447	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
54138_Lkimchicus_02448	CDS	252	veg		COG4466	Protein Veg
54138_Lkimchicus_02449	CDS	885	rsmA	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
54138_Lkimchicus_02450	CDS	558	rnmV	3.1.26.8	COG1658	Ribonuclease M5
54138_Lkimchicus_02451	CDS	780	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
54138_Lkimchicus_02452	CDS	2052	metG	6.1.1.10		Methionine--tRNA ligase
54138_Lkimchicus_02453	CDS	846				hypothetical protein
54138_Lkimchicus_02454	CDS	171				hypothetical protein
54138_Lkimchicus_02455	CDS	582				Potassium channel HX13_20290
54138_Lkimchicus_02456	CDS	732	cobB	3.5.1.-	COG0846	NAD-dependent protein deacetylase
54138_Lkimchicus_02457	CDS	984				hypothetical protein
54138_Lkimchicus_02458	CDS	1272	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
54138_Lkimchicus_02459	CDS	759	gppA_2	3.6.1.40		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
54138_Lkimchicus_02460	CDS	1017	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
54138_Lkimchicus_02461	CDS	282				hypothetical protein
54138_Lkimchicus_02462	CDS	1776	helD_2	3.6.4.12	COG3973	DNA helicase IV
54138_Lkimchicus_02463	CDS	570	nudF_2	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
54138_Lkimchicus_02464	tRNA	88				tRNA-Leu(caa)
54138_Lkimchicus_02465	tRNA	73				tRNA-Thr(ggt)
54138_Lkimchicus_02466	CDS	1179	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
54138_Lkimchicus_02467	CDS	735	sfsA		COG1489	Sugar fermentation stimulation protein A
54138_Lkimchicus_02468	CDS	1203	treP_3		COG1263	PTS system trehalose-specific EIIBC component
54138_Lkimchicus_02469	CDS	201				hypothetical protein
54138_Lkimchicus_02470	CDS	2523	uvrA_2			UvrABC system protein A
54138_Lkimchicus_02471	CDS	525				hypothetical protein
54138_Lkimchicus_02472	CDS	189				hypothetical protein
54138_Lkimchicus_02473	CDS	291				hypothetical protein
54138_Lkimchicus_02474	CDS	324				hypothetical protein
54138_Lkimchicus_02475	CDS	342				hypothetical protein
54138_Lkimchicus_02476	CDS	270				hypothetical protein
54138_Lkimchicus_02477	CDS	288				hypothetical protein
54138_Lkimchicus_02478	CDS	642				hypothetical protein
54138_Lkimchicus_02479	CDS	3708	addA	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
54138_Lkimchicus_02480	CDS	3555	addB	3.1.-.-	COG3857	ATP-dependent helicase/deoxyribonuclease subunit B
54138_Lkimchicus_02481	CDS	375				hypothetical protein
54138_Lkimchicus_02482	CDS	1257	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
54138_Lkimchicus_02483	CDS	825	proB	2.7.2.11	COG0263	Glutamate 5-kinase 1
54138_Lkimchicus_02484	CDS	573				hypothetical protein
54138_Lkimchicus_02485	CDS	1314	pbuG		COG2252	Guanine/hypoxanthine permease PbuG
54138_Lkimchicus_02486	CDS	630				hypothetical protein
54138_Lkimchicus_02487	CDS	528	queT		COG4708	Queuosine precursor transporter QueT
54138_Lkimchicus_02488	CDS	1455	clsA_2	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
54138_Lkimchicus_02489	CDS	147				hypothetical protein
54138_Lkimchicus_02490	CDS	1113				hypothetical protein
54138_Lkimchicus_02491	CDS	390				hypothetical protein
54138_Lkimchicus_02492	CDS	777				hypothetical protein
54138_Lkimchicus_02493	CDS	1002	neoA	1.1.1.329		2-deoxy-scyllo-inosamine dehydrogenase
54138_Lkimchicus_02494	CDS	876	gmuE	2.7.1.4	COG1940	Putative fructokinase
54138_Lkimchicus_02495	CDS	813				hypothetical protein
54138_Lkimchicus_02496	CDS	549				hypothetical protein
54138_Lkimchicus_02497	CDS	846				hypothetical protein
54138_Lkimchicus_02498	CDS	297				hypothetical protein
54138_Lkimchicus_02499	CDS	477				hypothetical protein
54138_Lkimchicus_02500	CDS	498				hypothetical protein
54138_Lkimchicus_02501	CDS	1185				hypothetical protein
54138_Lkimchicus_02502	CDS	414				hypothetical protein
54138_Lkimchicus_02503	CDS	303				hypothetical protein
54138_Lkimchicus_02504	CDS	510				hypothetical protein
54138_Lkimchicus_02505	CDS	1500	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
54138_Lkimchicus_02506	CDS	1137		1.-.-.-		Uncharacterized oxidoreductase SpyM50865
54138_Lkimchicus_02507	CDS	273				hypothetical protein
54138_Lkimchicus_02508	CDS	291				hypothetical protein
54138_Lkimchicus_02509	CDS	438				hypothetical protein
54138_Lkimchicus_02510	CDS	1281	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
54138_Lkimchicus_02511	CDS	318				hypothetical protein
54138_Lkimchicus_02512	CDS	144				hypothetical protein
54138_Lkimchicus_02513	CDS	426				hypothetical protein
54138_Lkimchicus_02514	CDS	432				hypothetical protein
54138_Lkimchicus_02515	CDS	474				hypothetical protein
54138_Lkimchicus_02516	CDS	1134				hypothetical protein
54138_Lkimchicus_02517	CDS	702				hypothetical protein
54138_Lkimchicus_02518	CDS	1167				hypothetical protein
54138_Lkimchicus_02519	CDS	378				hypothetical protein
54138_Lkimchicus_02520	CDS	426				hypothetical protein
54138_Lkimchicus_02521	CDS	966				hypothetical protein
54138_Lkimchicus_02522	CDS	381				hypothetical protein
54138_Lkimchicus_02523	CDS	1236				hypothetical protein
54138_Lkimchicus_02524	CDS	5649				hypothetical protein
54138_Lkimchicus_02525	CDS	231				hypothetical protein
54138_Lkimchicus_02526	CDS	573				hypothetical protein
54138_Lkimchicus_02527	CDS	486				hypothetical protein
54138_Lkimchicus_02528	CDS	1155				hypothetical protein
54138_Lkimchicus_02529	CDS	441				hypothetical protein
54138_Lkimchicus_02530	CDS	369				hypothetical protein
54138_Lkimchicus_02531	CDS	276				hypothetical protein
54138_Lkimchicus_02532	CDS	432				hypothetical protein
54138_Lkimchicus_02533	CDS	354				hypothetical protein
54138_Lkimchicus_02534	CDS	1005				hypothetical protein
54138_Lkimchicus_02535	CDS	600				hypothetical protein
54138_Lkimchicus_02536	CDS	819				hypothetical protein
54138_Lkimchicus_02537	CDS	1653				hypothetical protein
54138_Lkimchicus_02538	CDS	1290				hypothetical protein
54138_Lkimchicus_02539	CDS	204				hypothetical protein
54138_Lkimchicus_02540	CDS	483				hypothetical protein
54138_Lkimchicus_02541	CDS	192				hypothetical protein
54138_Lkimchicus_02542	CDS	621				hypothetical protein
54138_Lkimchicus_02543	CDS	432				hypothetical protein
54138_Lkimchicus_02544	CDS	114				hypothetical protein
54138_Lkimchicus_02545	CDS	135				hypothetical protein
54138_Lkimchicus_02546	CDS	399				hypothetical protein
54138_Lkimchicus_02547	CDS	165				hypothetical protein
54138_Lkimchicus_02548	CDS	999				hypothetical protein
54138_Lkimchicus_02549	CDS	465				hypothetical protein
54138_Lkimchicus_02550	CDS	210				hypothetical protein
54138_Lkimchicus_02551	CDS	390				hypothetical protein
54138_Lkimchicus_02552	CDS	462				hypothetical protein
54138_Lkimchicus_02553	CDS	231				hypothetical protein
54138_Lkimchicus_02554	CDS	204				hypothetical protein
54138_Lkimchicus_02555	CDS	318				hypothetical protein
54138_Lkimchicus_02556	CDS	1260				hypothetical protein
54138_Lkimchicus_02557	CDS	798				hypothetical protein
54138_Lkimchicus_02558	CDS	621				hypothetical protein
54138_Lkimchicus_02559	CDS	720				hypothetical protein
54138_Lkimchicus_02560	CDS	1374	radD_2	3.6.4.12	COG1061	Putative DNA repair helicase RadD
54138_Lkimchicus_02561	CDS	195				hypothetical protein
54138_Lkimchicus_02562	CDS	483				hypothetical protein
54138_Lkimchicus_02563	CDS	123				hypothetical protein
54138_Lkimchicus_02564	CDS	153				hypothetical protein
54138_Lkimchicus_02565	CDS	327				hypothetical protein
54138_Lkimchicus_02566	CDS	327				hypothetical protein
54138_Lkimchicus_02567	CDS	237				hypothetical protein
54138_Lkimchicus_02568	CDS	717	lexA_2	3.4.21.88		LexA repressor
54138_Lkimchicus_02569	CDS	342				hypothetical protein
54138_Lkimchicus_02570	CDS	816	soj_2	3.6.-.-	COG1192	Chromosome-partitioning ATPase Soj
54138_Lkimchicus_02571	CDS	126				hypothetical protein
54138_Lkimchicus_02572	CDS	411				hypothetical protein
54138_Lkimchicus_02573	CDS	273				hypothetical protein
54138_Lkimchicus_02574	CDS	612				hypothetical protein
54138_Lkimchicus_02575	CDS	747				hypothetical protein
54138_Lkimchicus_02576	CDS	231				hypothetical protein
54138_Lkimchicus_02577	CDS	1179	cfa_2	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
54138_Lkimchicus_02578	CDS	216				hypothetical protein
54138_Lkimchicus_02579	CDS	1146				IS200/IS605 family transposase ISLhe65
54138_Lkimchicus_02580	CDS	459				hypothetical protein
54138_Lkimchicus_02581	CDS	834	gdhIV	1.1.1.47	COG1028	Glucose 1-dehydrogenase 4
54138_Lkimchicus_02582	CDS	414	adhR		COG0789	HTH-type transcriptional regulator AdhR
54138_Lkimchicus_02583	CDS	627	bin3			Putative transposon Tn552 DNA-invertase bin3
54138_Lkimchicus_02584	CDS	879				hypothetical protein
54138_Lkimchicus_02585	CDS	1122				hypothetical protein
54138_Lkimchicus_02586	CDS	747				hypothetical protein
54138_Lkimchicus_02587	CDS	273				hypothetical protein
54138_Lkimchicus_02588	CDS	489				hypothetical protein
54138_Lkimchicus_02589	CDS	696				hypothetical protein
54138_Lkimchicus_02590	CDS	2712				hypothetical protein
54138_Lkimchicus_02591	CDS	2541				hypothetical protein
54138_Lkimchicus_02592	CDS	357				hypothetical protein
54138_Lkimchicus_02593	CDS	636				hypothetical protein
54138_Lkimchicus_02594	CDS	1953				hypothetical protein
54138_Lkimchicus_02595	CDS	1278				hypothetical protein
54138_Lkimchicus_02596	CDS	564				hypothetical protein
54138_Lkimchicus_02597	CDS	609				hypothetical protein
54138_Lkimchicus_02598	CDS	219				hypothetical protein
54138_Lkimchicus_02599	CDS	807	soj_3	3.6.-.-	COG1192	Chromosome-partitioning ATPase Soj
54138_Lkimchicus_02600	CDS	1500				hypothetical protein
54138_Lkimchicus_02601	CDS	192				hypothetical protein
54138_Lkimchicus_02602	CDS	954				hypothetical protein
54138_Lkimchicus_02603	CDS	156				hypothetical protein
54138_Lkimchicus_02604	CDS	288				hypothetical protein
54138_Lkimchicus_02605	CDS	198				hypothetical protein
54138_Lkimchicus_02606	CDS	441				hypothetical protein
54138_Lkimchicus_02607	CDS	903				hypothetical protein
54138_Lkimchicus_02608	CDS	1302	dinB_2	2.7.7.7	COG0389	DNA polymerase IV
54138_Lkimchicus_02609	CDS	156				hypothetical protein
54138_Lkimchicus_02610	CDS	165				hypothetical protein
54138_Lkimchicus_02611	CDS	390				hypothetical protein
54138_Lkimchicus_02612	CDS	312				hypothetical protein
54138_Lkimchicus_02613	CDS	246				hypothetical protein
54138_Lkimchicus_02614	CDS	300				hypothetical protein
54138_Lkimchicus_02615	CDS	852	parA			Chromosome partitioning protein ParA
54138_Lkimchicus_02616	CDS	318				hypothetical protein
54138_Lkimchicus_02617	CDS	282				hypothetical protein
54138_Lkimchicus_02618	CDS	654				hypothetical protein
54138_Lkimchicus_02619	CDS	135				hypothetical protein
54138_Lkimchicus_02620	CDS	267				IS3 family transposase IS1520
54138_Lkimchicus_02621	CDS	357				hypothetical protein
54138_Lkimchicus_02622	CDS	249				hypothetical protein
54138_Lkimchicus_02623	CDS	135				hypothetical protein
54138_Lkimchicus_02624	CDS	267				IS3 family transposase IS1520
54138_Lkimchicus_02625	CDS	366				hypothetical protein
54138_Lkimchicus_02626	CDS	588				hypothetical protein
54138_Lkimchicus_02627	CDS	279				hypothetical protein
54138_Lkimchicus_02628	CDS	357				hypothetical protein
54138_Lkimchicus_02629	CDS	708				hypothetical protein
